Titulo;Rua;Metros;Quartos;Banheiro;Garagem;Preço;Link;Id;Concatenados
Setor Marista, Goiânia;Rua 15;121 m²;2;2;2;R$ 1.273.194;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-121m2-id-2765012529/?source=ranking%2Crp;2765012529;Setor Marista, GoiâniaRua 15121 m²22R$ 1.273.194
Setor Marista, Goiânia;Rua 135;216 m²;4;6;0;R$ 2.380.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-216m2-id-2800012432/?source=ranking%2Crp;2800012432;Setor Marista, GoiâniaRua 135216 m²46R$ 2.380.000
Setor Marista, Goiânia;Rua 1124;157 m²;3;4;2;R$ 1.900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-157m2-id-2751083895/?source=ranking%2Crp;2751083895;Setor Marista, GoiâniaRua 1124157 m²34R$ 1.900.000
Setor Marista, Goiânia;Rua 1124;154 m²;3;4;2;R$ 1.540.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-154m2-id-2789797313/?source=ranking%2Crp;2789797313;Setor Marista, GoiâniaRua 1124154 m²34R$ 1.540.000
Setor Marista, Goiânia;Rua 1141;68 m²;2;1;1;R$ 660.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-marista-goiania-68m2-id-2750973138/?source=ranking%2Crp;2750973138;Setor Marista, GoiâniaRua 114168 m²21R$ 660.000
Setor Marista, Goiânia;Rua 1141;186 m²;4;4;2;R$ 2.078.582;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-186m2-id-2781911047/?source=ranking%2Crp;2781911047;Setor Marista, GoiâniaRua 1141186 m²44R$ 2.078.582
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;111 m²;3;5;2;R$ 1.180.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-111m2-id-2784288165/?source=ranking%2Crp;2784288165;Setor Marista, GoiâniaRua Amélia Artiaga Jardim111 m²35R$ 1.180.000
Setor Marista, Goiânia;Rua 36;240 m²;4;5;3;R$ 3.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-academia-setor-marista-goiania-240m2-id-2798565713/?source=ranking%2Crp;2798565713;Setor Marista, GoiâniaRua 36240 m²45R$ 3.100.000
Setor Marista, Goiânia;Rua 139;190 m²;3;1;4;R$ 1.915.478;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-190m2-id-2737065031/?source=ranking%2Crp;2737065031;Setor Marista, GoiâniaRua 139190 m²31R$ 1.915.478
Setor Marista, Goiânia;;125 m²;4;5;2;R$ 1.570.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-125m2-id-2754618384/?source=ranking%2Crp;2754618384;Setor Marista, Goiânianan125 m²45R$ 1.570.000
Setor Marista, Goiânia;Rua 139;190 m²;3;2;4;R$ 1.800.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-190m2-id-2554712888/?source=ranking%2Crp;2554712888;Setor Marista, GoiâniaRua 139190 m²32R$ 1.800.000
Setor Marista, Goiânia;Rua T 53;39 m²;1;1;1;R$ 537.975;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-39m2-id-2797849328/?source=ranking%2Crp;2797849328;Setor Marista, GoiâniaRua T 5339 m²11R$ 537.975
Setor Marista, Goiânia;Alameda Coronel Eugênio Jardim;235 m²;3;4;3;R$ 2.757.185;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-235m2-id-2795029119/?source=ranking%2Crp;2795029119;Setor Marista, GoiâniaAlameda Coronel Eugênio Jardim235 m²34R$ 2.757.185
Setor Marista, Goiânia;;86 m²;3;4;1;R$ 892.608;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-86m2-id-2751795406/?source=ranking%2Crp;2751795406;Setor Marista, Goiânianan86 m²34R$ 892.608
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;265 m²;4;6;4;R$ 2.700.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-265m2-id-2691422379/?source=ranking%2Crp;2691422379;Setor Marista, GoiâniaRua Amélia Artiaga Jardim265 m²46R$ 2.700.000
Setor Marista, Goiânia;Rua Mário Bittar;135 m²;4;4;2;R$ 1.050.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-135m2-id-2793291343/?source=ranking%2Crp;2793291343;Setor Marista, GoiâniaRua Mário Bittar135 m²44R$ 1.050.000
Setor Marista, Goiânia;Avenida Mutirão;140 m²;3;3;2;R$ 1.540.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-140m2-id-2735505359/?source=ranking%2Crp;2735505359;Setor Marista, GoiâniaAvenida Mutirão140 m²33R$ 1.540.000
Setor Marista, Goiânia;Rua 135;160 m²;3;4;2;R$ 1.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-160m2-id-2724925770/?source=ranking%2Crp;2724925770;Setor Marista, GoiâniaRua 135160 m²34R$ 1.600.000
Setor Marista, Goiânia;Rua 148;320 m²;4;4;5;R$ 4.200.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-320m2-id-2732707926/?source=ranking%2Crp;2732707926;Setor Marista, GoiâniaRua 148320 m²44R$ 4.200.000
Setor Marista, Goiânia;Rua 13;242 m²;3;4;3;R$ 2.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-closet-setor-marista-goiania-242m2-id-2771583851/?source=ranking%2Crp;2771583851;Setor Marista, GoiâniaRua 13242 m²34R$ 2.150.000
Setor Marista, Goiânia;Rua 25;147 m²;3;5;3;R$ 1.560.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-147m2-id-2764391515/?source=ranking%2Crp;2764391515;Setor Marista, GoiâniaRua 25147 m²35R$ 1.560.000
Setor Marista, Goiânia;Rua 1141;111 m²;3;5;2;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-111m2-id-2787229992/?source=ranking%2Crp;2787229992;Setor Marista, GoiâniaRua 1141111 m²35R$ 1.150.000
Setor Marista, Goiânia;Rua 138;140 m²;3;5;0;R$ 1.095.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-140m2-id-2596565861/?source=ranking%2Crp;2596565861;Setor Marista, GoiâniaRua 138140 m²35R$ 1.095.000
Setor Marista, Goiânia;;87 m²;2;3;2;R$ 1.010.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-setor-marista-goiania-87m2-id-2744862999/?source=ranking%2Crp;2744862999;Setor Marista, Goiânianan87 m²23R$ 1.010.000
Setor Marista, Goiânia;;151 m²;3;5;2;R$ 1.735.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-151m2-id-2783207425/?source=ranking%2Crp;2783207425;Setor Marista, Goiânianan151 m²35R$ 1.735.000
Setor Marista, Goiânia;Rua 34-A;162 m²;3;5;3;R$ 2.080.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-162m2-id-2800347417/?source=ranking%2Crp;2800347417;Setor Marista, GoiâniaRua 34-A162 m²35R$ 2.080.000
Setor Marista, Goiânia;Rua 1124;125 m²;3;4;2;R$ 1.599.990;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-125m2-id-2731720414/?source=ranking%2Crp;2731720414;Setor Marista, GoiâniaRua 1124125 m²34R$ 1.599.990
Setor Marista, Goiânia;Rua 24;66 m²;2;2;1;R$ 695.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-66m2-id-2788595924/?source=ranking%2Crp;2788595924;Setor Marista, GoiâniaRua 2466 m²22R$ 695.000
Setor Marista, Goiânia;;220 m²;4;5;4;R$ 2.700.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-220m2-id-2787398320/?source=ranking%2Crp;2787398320;Setor Marista, Goiânianan220 m²45R$ 2.700.000
Setor Marista, Goiânia;Rua 135;216 m²;3;4;3;R$ 2.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-216m2-id-2751033544/?source=ranking%2Crp;2751033544;Setor Marista, GoiâniaRua 135216 m²34R$ 2.350.000
Setor Marista, Goiânia;Rua 1128;149 m²;3;4;2;R$ 1.435.802;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-149m2-id-2756457056/?source=ranking%2Crp;2756457056;Setor Marista, GoiâniaRua 1128149 m²34R$ 1.435.802
Setor Marista, Goiânia;;205 m²;4;5;3;R$ 2.290.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-205m2-id-2752121273/?source=ranking%2Crp;2752121273;Setor Marista, Goiânianan205 m²45R$ 2.290.000
Setor Marista, Goiânia;Rua 24;160 m²;3;5;3;R$ 1.850.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-160m2-id-2780776617/?source=ranking%2Crp;2780776617;Setor Marista, GoiâniaRua 24160 m²35R$ 1.850.000
Setor Marista, Goiânia;Rua 36;242 m²;4;4;3;R$ 2.480.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-242m2-id-2795430614/?source=ranking%2Crp;2795430614;Setor Marista, GoiâniaRua 36242 m²44R$ 2.480.000
Setor Marista, Goiânia;Rua 146;171 m²;4;4;2;R$ 2.174.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-171m2-id-2726880463/?source=ranking%2Crp;2726880463;Setor Marista, GoiâniaRua 146171 m²44R$ 2.174.000
Setor Marista, Goiânia;Rua 1141;216 m²;4;5;3;R$ 2.149.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-216m2-id-2752990745/?source=ranking%2Crp;2752990745;Setor Marista, GoiâniaRua 1141216 m²45R$ 2.149.000
Setor Marista, Goiânia;Rua 1141;256 m²;4;5;3;R$ 2.420.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-256m2-id-2726880489/?source=ranking%2Crp;2726880489;Setor Marista, GoiâniaRua 1141256 m²45R$ 2.420.000
Setor Marista, Goiânia;Rua 13;242 m²;3;5;3;R$ 3.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-242m2-id-2786412223/?source=ranking%2Crp;2786412223;Setor Marista, GoiâniaRua 13242 m²35R$ 3.100.000
Setor Marista, Goiânia;Rua 145;154 m²;3;4;2;R$ 1.690.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-154m2-id-2802938513/?source=ranking%2Crp;2802938513;Setor Marista, GoiâniaRua 145154 m²34R$ 1.690.000
Setor Marista, Goiânia;Rua 1141;38 m²;1;1;1;R$ 457.320;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-38m2-id-2796283418/?source=ranking%2Crp;2796283418;Setor Marista, GoiâniaRua 114138 m²11R$ 457.320
Setor Marista, Goiânia;Rua 145;134 m²;3;4;3;R$ 1.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-134m2-id-2765365416/?source=ranking%2Crp;2765365416;Setor Marista, GoiâniaRua 145134 m²34R$ 1.400.000
Setor Marista, Goiânia;;45 m²;1;1;0;R$ 460.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-45m2-id-2784209537/?source=ranking%2Crp;2784209537;Setor Marista, Goiânianan45 m²11R$ 460.000
Setor Marista, Goiânia;Rua 146;73 m²;2;2;1;R$ 812.702;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-setor-marista-goiania-73m2-id-2724176488/?source=ranking%2Crp;2724176488;Setor Marista, GoiâniaRua 14673 m²22R$ 812.702
Setor Marista, Goiânia;Rua 1124;182 m²;3;4;3;R$ 2.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-182m2-id-2718658947/?source=ranking%2Crp;2718658947;Setor Marista, GoiâniaRua 1124182 m²34R$ 2.600.000
Setor Marista, Goiânia;Rua 1141;228 m²;4;2;3;R$ 1.900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-setor-marista-goiania-228m2-id-2780131740/?source=ranking%2Crp;2780131740;Setor Marista, GoiâniaRua 1141228 m²42R$ 1.900.000
Setor Marista, Goiânia;Rua 13;233 m²;4;6;3;R$ 2.599.900;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-233m2-id-2585117004/?source=ranking%2Crp;2585117004;Setor Marista, GoiâniaRua 13233 m²46R$ 2.599.900
Setor Marista, Goiânia;Rua 13;226 m²;4;5;3;R$ 2.750.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-226m2-id-2682089097/?source=ranking%2Crp;2682089097;Setor Marista, GoiâniaRua 13226 m²45R$ 2.750.000
Setor Marista, Goiânia;Rua 34;185 m²;3;4;3;R$ 1.820.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-185m2-id-2800308910/?source=ranking%2Crp;2800308910;Setor Marista, GoiâniaRua 34185 m²34R$ 1.820.000
Setor Marista, Goiânia;Rua 34-A;245 m²;3;5;0;R$ 3.790.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-245m2-id-2781011518/?source=ranking%2Crp;2781011518;Setor Marista, GoiâniaRua 34-A245 m²35R$ 3.790.000
Setor Marista, Goiânia;Rua 24;284 m²;4;7;4;R$ 3.499.000;https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-churrasqueira-setor-marista-goiania-284m2-id-2479956021/?source=ranking%2Crp;2479956021;Setor Marista, GoiâniaRua 24284 m²47R$ 3.499.000
Setor Marista, Goiânia;Rua 1141;261 m²;4;5;4;R$ 2.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-261m2-id-2493988464/?source=ranking%2Crp;2493988464;Setor Marista, GoiâniaRua 1141261 m²45R$ 2.400.000
Setor Marista, Goiânia;Rua 1121;43 m²;1;1;1;R$ 554.059;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-43m2-id-2765011145/?source=ranking%2Crp;2765011145;Setor Marista, GoiâniaRua 112143 m²11R$ 554.059
Setor Marista, Goiânia;Rua T 55;28 m²;1;1;1;R$ 355.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-setor-marista-goiania-28m2-id-2795767718/?source=ranking%2Crp;2795767718;Setor Marista, GoiâniaRua T 5528 m²11R$ 355.000
Setor Marista, Goiânia;Rua 147;115 m²;3;5;2;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-115m2-id-2795573815/?source=ranking%2Crp;2795573815;Setor Marista, GoiâniaRua 147115 m²35R$ 1.150.000
Setor Marista, Goiânia;Rua 1124;182 m²;3;4;4;R$ 2.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-182m2-id-2682597755/?source=ranking%2Crp;2682597755;Setor Marista, GoiâniaRua 1124182 m²34R$ 2.400.000
Setor Marista, Goiânia;Rua 1124;157 m²;3;4;2;R$ 1.490.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-157m2-id-2795150435/?source=ranking%2Crp;2795150435;Setor Marista, GoiâniaRua 1124157 m²34R$ 1.490.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;265 m²;4;1;4;R$ 1.900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-265m2-id-2515274618/?source=ranking%2Crp;2515274618;Setor Marista, GoiâniaRua Amélia Artiaga Jardim265 m²41R$ 1.900.000
Setor Marista, Goiânia;Rua 13;215 m²;3;4;3;R$ 2.563.351;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-215m2-id-2747957145/?source=ranking%2Crp;2747957145;Setor Marista, GoiâniaRua 13215 m²34R$ 2.563.351
Setor Marista, Goiânia;Rua 1128;121 m²;3;4;2;R$ 2.058.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-121m2-id-2726880863/?source=ranking%2Crp;2726880863;Setor Marista, GoiâniaRua 1128121 m²34R$ 2.058.000
Setor Marista, Goiânia;;350 m²;4;6;4;R$ 4.415.284;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-academia-setor-marista-goiania-350m2-id-2751794449/?source=ranking%2Crp;2751794449;Setor Marista, Goiânianan350 m²46R$ 4.415.284
Setor Marista, Goiânia;Rua 148;208 m²;3;4;3;R$ 2.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-208m2-id-2766661790/?source=ranking%2Crp;2766661790;Setor Marista, GoiâniaRua 148208 m²34R$ 2.100.000
Setor Marista, Goiânia;Rua 1128;120 m²;3;4;2;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-120m2-id-2789058914/?source=ranking%2Crp;2789058914;Setor Marista, GoiâniaRua 1128120 m²34R$ 1.150.000
Setor Marista, Goiânia;Rua 1138;259 m²;4;5;4;R$ 3.185.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-259m2-id-2795426749/?source=ranking%2Crp;2795426749;Setor Marista, GoiâniaRua 1138259 m²45R$ 3.185.000
Setor Marista, Goiânia;Rua 1141;233 m²;3;4;3;R$ 2.390.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-gourmet-setor-marista-goiania-233m2-id-2793841564/?source=ranking%2Crp;2793841564;Setor Marista, GoiâniaRua 1141233 m²34R$ 2.390.000
Setor Marista, Goiânia;Rua 1128;223 m²;4;5;3;R$ 2.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-setor-marista-goiania-223m2-id-2733481309/?source=ranking%2Crp;2733481309;Setor Marista, GoiâniaRua 1128223 m²45R$ 2.600.000
Setor Marista, Goiânia;Rua 1141;177 m²;3;4;2;R$ 1.900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-177m2-id-2800391530/?source=ranking%2Crp;2800391530;Setor Marista, GoiâniaRua 1141177 m²34R$ 1.900.000
Setor Marista, Goiânia;;115 m²;3;4;2;R$ 1.250.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-115m2-id-2796311720/?source=ranking%2Crp;2796311720;Setor Marista, Goiânianan115 m²34R$ 1.250.000
Setor Marista, Goiânia;Rua 135;49 m²;1;1;1;R$ 550.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-49m2-id-2800426416/?source=ranking%2Crp;2800426416;Setor Marista, GoiâniaRua 13549 m²11R$ 550.000
Setor Marista, Goiânia;Rua 137;222 m²;4;5;3;R$ 2.440.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-222m2-id-2802101389/?source=ranking%2Crp;2802101389;Setor Marista, GoiâniaRua 137222 m²45R$ 2.440.000
Setor Marista, Goiânia;Rua 147;115 m²;3;4;2;R$ 1.368.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-115m2-id-2765179977/?source=ranking%2Crp;2765179977;Setor Marista, GoiâniaRua 147115 m²34R$ 1.368.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;77 m²;2;2;1;R$ 830.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-porcelanato-setor-marista-goiania-77m2-id-2796745420/?source=ranking%2Crp;2796745420;Setor Marista, GoiâniaRua Amélia Artiaga Jardim77 m²22R$ 830.000
Setor Marista, Goiânia;Rua 25;147 m²;3;4;3;R$ 1.550.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-147m2-id-2805459879/?source=ranking%2Crp;2805459879;Setor Marista, GoiâniaRua 25147 m²34R$ 1.550.000
Setor Marista, Goiânia;Rua 135;181 m²;3;4;3;R$ 2.200.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-181m2-id-2800304279/?source=ranking%2Crp;2800304279;Setor Marista, GoiâniaRua 135181 m²34R$ 2.200.000
Setor Marista, Goiânia;Rua 146;138 m²;3;5;2;R$ 1.190.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-138m2-id-2743789176/?source=ranking%2Crp;2743789176;Setor Marista, GoiâniaRua 146138 m²35R$ 1.190.000
Setor Marista, Goiânia;Alameda Coronel Eugênio Jardim;157 m²;3;4;3;R$ 2.190.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-sala-de-jantar-setor-marista-goiania-157m2-id-2795028029/?source=ranking%2Crp;2795028029;Setor Marista, GoiâniaAlameda Coronel Eugênio Jardim157 m²34R$ 2.190.000
Setor Marista, Goiânia;Rua 34-A;240 m²;3;5;3;R$ 3.800.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-240m2-id-2777185728/?source=ranking%2Crp;2777185728;Setor Marista, GoiâniaRua 34-A240 m²35R$ 3.800.000
Setor Marista, Goiânia;Rua 1141;111 m²;3;1;2;R$ 1.290.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-111m2-id-2769775300/?source=ranking%2Crp;2769775300;Setor Marista, GoiâniaRua 1141111 m²31R$ 1.290.000
Setor Marista, Goiânia;Rua 1141;256 m²;4;5;2;R$ 2.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-acesso-24-horas-setor-marista-goiania-256m2-id-2667001106/?source=ranking%2Crp;2667001106;Setor Marista, GoiâniaRua 1141256 m²45R$ 2.100.000
Setor Marista, Goiânia;Rua 1141;72 m²;2;3;1;R$ 990.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-setor-marista-goiania-72m2-id-2774079618/?source=ranking%2Crp;2774079618;Setor Marista, GoiâniaRua 114172 m²23R$ 990.000
Setor Marista, Goiânia;Rua 1141;177 m²;3;4;3;R$ 2.300.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-177m2-id-2791995414/?source=ranking%2Crp;2791995414;Setor Marista, GoiâniaRua 1141177 m²34R$ 2.300.000
Setor Marista, Goiânia;Rua 1124;204 m²;3;5;3;R$ 2.290.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-204m2-id-2797490024/?source=ranking%2Crp;2797490024;Setor Marista, GoiâniaRua 1124204 m²35R$ 2.290.000
Setor Marista, Goiânia;Alameda Ricardo Paranhos;122 m²;3;4;2;R$ 1.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-122m2-id-2801633710/?source=ranking%2Crp;2801633710;Setor Marista, GoiâniaAlameda Ricardo Paranhos122 m²34R$ 1.400.000
Setor Marista, Goiânia;Rua 146;317 m²;4;6;4;R$ 4.800.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-academia-setor-marista-goiania-317m2-id-2798563655/?source=ranking%2Crp;2798563655;Setor Marista, GoiâniaRua 146317 m²46R$ 4.800.000
Setor Marista, Goiânia;Alameda Ricardo Paranhos;247 m²;4;5;3;R$ 2.861.348;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-setor-marista-goiania-247m2-id-2770159331/?source=ranking%2Crp;2770159331;Setor Marista, GoiâniaAlameda Ricardo Paranhos247 m²45R$ 2.861.348
Setor Marista, Goiânia;Rua 146;46 m²;1;2;1;R$ 650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-setor-marista-goiania-46m2-id-2771212363/?source=ranking%2Crp;2771212363;Setor Marista, GoiâniaRua 14646 m²12R$ 650.000
Setor Marista, Goiânia;Avenida Americano do Brasil;205 m²;3;4;3;R$ 2.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-205m2-id-2768323213/?source=ranking%2Crp;2768323213;Setor Marista, GoiâniaAvenida Americano do Brasil205 m²34R$ 2.150.000
Setor Marista, Goiânia;Rua 146;140 m²;4;4;2;R$ 1.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-140m2-id-2777976821/?source=ranking%2Crp;2777976821;Setor Marista, GoiâniaRua 146140 m²44R$ 1.600.000
Setor Marista, Goiânia;Rua 1138;287 m²;4;5;4;R$ 3.750.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-setor-marista-goiania-287m2-id-2758499425/?source=ranking%2Crp;2758499425;Setor Marista, GoiâniaRua 1138287 m²45R$ 3.750.000
Setor Marista, Goiânia;Rua 1141;186 m²;3;4;2;R$ 2.086.689;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-setor-marista-goiania-186m2-id-2735383128/?source=ranking%2Crp;2735383128;Setor Marista, GoiâniaRua 1141186 m²34R$ 2.086.689
Setor Marista, Goiânia;Rua 1128;149 m²;3;4;2;R$ 2.115.990;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-149m2-id-2700152395/?source=ranking%2Crp;2700152395;Setor Marista, GoiâniaRua 1128149 m²34R$ 2.115.990
Setor Marista, Goiânia;Rua 1141;233 m²;4;5;3;R$ 2.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-closet-setor-marista-goiania-233m2-id-2793155922/?source=ranking%2Crp;2793155922;Setor Marista, GoiâniaRua 1141233 m²45R$ 2.400.000
Setor Marista, Goiânia;Rua 34-A;240 m²;3;5;3;R$ 2.649.999;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-240m2-id-2583867203/?source=ranking%2Crp;2583867203;Setor Marista, GoiâniaRua 34-A240 m²35R$ 2.649.999
Setor Marista, Goiânia;Rua 27;158 m²;3;4;3;R$ 1.300.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-158m2-id-2776857321/?source=ranking%2Crp;2776857321;Setor Marista, GoiâniaRua 27158 m²34R$ 1.300.000
